Scientific,Species,Diet.5Cat,Stratum,Replicate,SurveyID,Point,Time,Number,Distance,HSF,Remarks
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,30,FR2,15,8:53,2,10,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,37,FR3,7,7:37,1,15,H,
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,45,ST3,15,9:15,2,50,H,Entering plot
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,41,ST3,11,8:26,2,30,S,"Seen at nest, feeding"
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,10,ST1,10,8:03,2,30,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,4,FR1,4,7:08,1,30,H,
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,24,ST2,9,8:16,1,50,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,21,FR2,6,7:35,2,15,S,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,9,FR1,9,7:55,2,5,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,26,FR2,11,8:22,1,20,H,
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,34,ST3,4,7:21,2,10,S,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,43,FR3,13,8:29,3,30,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,23,FR2,8,7:52,2,15,S,
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,45,ST3,15,9:15,2,50,S,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,7,FR1,7,7:34,2,10,H,
Gracula indica,Southern Hill Myna,FruiNect,A_Con Tea,26,CT2,11,8:12,2,50,H,Entering plot
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,8,ST1,8,7:45,1,10,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,36,FR3,6,7:28,3,10,S,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,30,FR2,15,8:53,3,20,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,42,FR3,12,8:20,3,30,H,
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,29,ST2,14,9:08,1,50,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,28,FR2,13,8:38,2,15,S,Entering plot
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,5,FR1,5,7:17,3,15,S,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,33,FR3,3,7:05,1,30,H,Exiting plot
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,8,ST1,8,7:45,4,15,S,Entering plot
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,25,FR2,10,8:11,3,15,H,Entering plot
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,17,FR2,2,6:59,2,20,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,30,FR2,15,8:53,1,20,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,23,FR2,8,7:52,3,30,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,28,FR2,13,8:38,2,20,S,
Gracula indica,Southern Hill Myna,FruiNect,C_Shade Tea,30,ST2,15,9:21,2,50,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,26,FR2,11,8:22,1,10,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,38,FR3,8,7:45,1,20,S,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,8,FR1,8,7:46,2,5,S,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,3,FR1,3,7:01,1,30,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,2,FR1,2,6:53,1,30,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,27,FR2,12,8:30,1,30,H,
Gracula indica,Southern Hill Myna,FruiNect,E_Rainforest,4,RF1,4,7:12,1,30,H,
Gracula indica,Southern Hill Myna,FruiNect,D_Fragment,26,FR2,11,8:22,1,15,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,C_Shade Tea,14,ST1,14,8:33,1,30,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,C_Shade Tea,39,ST3,9,8:08,1,30,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,D_Fragment,19,FR2,4,7:16,1,30,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,C_Shade Tea,43,ST3,13,8:46,1,50,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,C_Shade Tea,45,ST3,15,9:15,1,50,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,C_Shade Tea,37,ST3,7,7:48,1,50,S,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,C_Shade Tea,17,ST2,2,7:11,1,30,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,A_Con Tea,43,CT3,13,8:32,1,30,S,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,A_Con Tea,36,CT3,6,7:33,1,50,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,C_Shade Tea,38,ST3,8,7:57,1,20,S,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,C_Shade Tea,17,ST2,2,7:11,1,50,H,
Halcyon smyrnensis,White-throated Kingfisher,VertFishScav,D_Fragment,10,FR1,10,8:03,1,20,S,Entering plot
Haliastur indus,Brahminy Kite,VertFishScav,B_Org Tea,42,OT3,12,8:49,1,50,F,"Entering plot. Flying over canopy, out of plot"
Haliastur indus,Brahminy Kite,VertFishScav,A_Con Tea,40,CT3,10,8:05,1,100,S,From swamp
Haliastur indus,Brahminy Kite,VertFishScav,C_Shade Tea,30,ST2,15,9:21,1,50,F,"Entering plot. Flying over canopy, out of plot. Juvenile"
Harpactes fasciatus,Malabar Trogon,Invertebrate,D_Fragment,38,FR3,8,7:45,1,15,H,
Hemipus picatus,Bar-winged Flycatcher-Shrike,Invertebrate,E_Rainforest,14,RF1,14,8:37,1,10,H,
Hemipus picatus,Bar-winged Flycatcher-Shrike,Invertebrate,D_Fragment,5,FR1,5,7:17,1,10,H,
Hemipus picatus,Bar-winged Flycatcher-Shrike,Invertebrate,E_Rainforest,12,RF1,12,8:17,3,5,S,Participating in mixed flock hunting-party
Hemipus picatus,Bar-winged Flycatcher-Shrike,Invertebrate,D_Fragment,14,FR1,14,8:34,1,30,S,
Hierococcyx varius,Common Hawk-Cuckoo,Invertebrate,C_Shade Tea,3,ST1,3,7:00,1,50,S,
Hypothymis azurea,Black-naped Monarch,Invertebrate,E_Rainforest,33,RF3,3,6:57,1,20,H,Singing
Hypothymis azurea,Black-naped Monarch,Invertebrate,E_Rainforest,37,RF3,7,7:27,1,20,H,Entering plot
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,35,RF3,5,7:12,2,15,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,20,RF2,5,7:08,2,15,H,Participating in mixed flock hunting-party
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,44,RF3,14,8:26,1,10,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,19,RF2,4,6:59,2,20,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,3,RF1,3,7:04,2,10,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,17,RF2,2,6:40,2,30,H,Exiting plot
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,28,RF2,13,8:25,4,10,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,39,RF3,9,7:42,2,20,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,28,RF2,13,8:25,1,15,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,18,RF2,3,6:51,2,10,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,34,RF3,4,7:04,2,15,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,3,RF1,3,7:04,1,10,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,15,RF1,15,8:45,1,15,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,42,RF3,12,8:11,2,20,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,45,RF3,15,8:31,1,30,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,20,RF2,5,7:08,2,10,S,Participating in mixed flock hunting-party
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,30,RF2,15,8:46,2,30,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,43,RF3,13,8:19,2,15,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,23,RF2,8,7:34,2,20,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,13,RF1,13,8:31,2,10,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,16,RF2,1,6:30,3,10,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,12,RF1,12,8:17,2,15,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,16,RF2,1,6:30,2,20,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,41,RF3,11,8:00,2,0,S,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,15,RF1,15,8:45,1,20,H,
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,40,RF3,10,7:53,2,15,H,Entering plot
Hypsipetes ganeesa,Square-tailed Bulbul,FruiNect,E_Rainforest,14,RF1,14,8:37,2,30,S,
Ictinaetus malaiensis,Black Eagle,VertFishScav,E_Rainforest,29,RF2,14,8:35,1,100,S,"Soaring outside plot, high above canopy"
Irena puella,Asian Fairy-Bluebird,FruiNect,D_Fragment,35,FR3,5,7:21,1,10,F,Flying through plot
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,36,RF3,6,7:19,1,10,H,Entering plot
Irena puella,Asian Fairy-Bluebird,FruiNect,D_Fragment,39,FR3,9,7:56,1,20,H,"Off main track, crossing small stream"
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,3,RF1,3,7:04,1,10,H,Noise from temple
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,30,RF2,15,8:46,1,15,S,
Irena puella,Asian Fairy-Bluebird,FruiNect,D_Fragment,28,FR2,13,8:38,1,15,S,
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,17,RF2,2,6:40,1,50,H,
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,11,RF1,11,8:10,2,5,S,
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,2,RF1,2,6:55,1,10,H,Entering plot. Noise from temple
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,38,RF3,8,7:35,1,20,H,
Irena puella,Asian Fairy-Bluebird,FruiNect,D_Fragment,2,FR1,2,6:53,1,20,H,
Irena puella,Asian Fairy-Bluebird,FruiNect,D_Fragment,43,FR3,13,8:29,1,20,H,
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,34,RF3,4,7:04,1,5,F,Flying through plot
Irena puella,Asian Fairy-Bluebird,FruiNect,D_Fragment,8,FR1,8,7:46,1,10,S,Exiting plot
Irena puella,Asian Fairy-Bluebird,FruiNect,E_Rainforest,11,RF1,11,8:10,1,5,S,
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,20,OT2,5,7:14,2,20,H,
Lanius cristatus,Brown Shrike,Invertebrate,A_Con Tea,24,CT2,9,7:57,1,20,S,
Lanius cristatus,Brown Shrike,Invertebrate,C_Shade Tea,26,ST2,11,8:36,1,30,S,
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,11,OT1,11,8:29,1,10,S,
Lanius cristatus,Brown Shrike,Invertebrate,C_Shade Tea,34,ST3,4,7:21,1,30,S,
Lanius cristatus,Brown Shrike,Invertebrate,C_Shade Tea,44,ST3,14,8:54,1,10,S,
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,38,OT3,8,8:08,1,10,S,
Lanius cristatus,Brown Shrike,Invertebrate,A_Con Tea,38,CT3,8,7:48,1,30,S,Exiting plot
Lanius cristatus,Brown Shrike,Invertebrate,C_Shade Tea,14,ST1,14,8:33,1,20,S,
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,43,OT3,13,9:01,1,20,S,Entering plot
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,33,OT3,3,7:20,1,30,H,Exiting plot
Lanius cristatus,Brown Shrike,Invertebrate,C_Shade Tea,28,ST2,13,8:59,1,10,S,Entering plot
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,1,OT1,1,7:09,1,20,S,
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,26,OT2,11,7:58,1,30,H,
Lanius cristatus,Brown Shrike,Invertebrate,A_Con Tea,32,CT3,2,7:00,1,30,S,
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,25,OT2,10,7:51,1,20,H,
Lanius cristatus,Brown Shrike,Invertebrate,C_Shade Tea,15,ST1,15,8:41,1,20,S,
Lanius cristatus,Brown Shrike,Invertebrate,C_Shade Tea,38,ST3,8,7:57,1,20,H,
Lanius cristatus,Brown Shrike,Invertebrate,C_Shade Tea,29,ST2,14,9:08,1,20,S,
Lanius cristatus,Brown Shrike,Invertebrate,B_Org Tea,9,OT1,9,8:11,1,20,S,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,3,OT1,3,7:26,1,10,S,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,2,OT1,2,7:17,1,30,H,"Clear, light mist"
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,27,OT2,12,8:05,1,20,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,16,OT2,1,6:43,1,30,S,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,7,OT1,7,7:55,1,20,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,43,OT3,13,9:01,1,20,S,Entering plot
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,16,OT2,1,6:43,1,30,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,1,OT1,1,7:09,1,50,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,32,OT3,2,7:09,1,10,H,Sunny
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,19,OT2,4,7:05,1,50,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,12,OT1,12,8:36,1,30,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,32,OT3,2,7:09,1,10,S,Exiting plot
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,20,OT2,5,7:14,1,30,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,28,OT2,13,8:12,1,10,S,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,8,OT1,8,8:03,1,30,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,23,OT2,8,7:37,1,30,S,
Lanius schach,Long-tailed Shrike,Invertebrate,A_Con Tea,23,CT2,8,7:51,1,30,H,
Lanius schach,Long-tailed Shrike,Invertebrate,A_Con Tea,16,CT2,1,6:57,1,5,S,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,14,OT1,14,8:53,1,30,S,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,29,OT2,14,8:20,1,10,H,Entering plot
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,31,OT3,1,6:58,1,0,S,
Lanius schach,Long-tailed Shrike,Invertebrate,A_Con Tea,7,CT1,7,7:47,1,30,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,19,OT2,4,7:05,1,50,H,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,30,OT2,15,8:29,2,30,S,Entering plot
Lanius schach,Long-tailed Shrike,Invertebrate,A_Con Tea,17,CT2,2,7:07,1,20,S,
Lanius schach,Long-tailed Shrike,Invertebrate,B_Org Tea,17,OT2,2,6:51,1,30,H,
Larvivora brunnea,Indian Blue Robin,Invertebrate,C_Shade Tea,7,ST1,7,7:37,1,15,H,
Larvivora brunnea,Indian Blue Robin,Invertebrate,D_Fragment,38,FR3,8,7:45,1,5,S,Female
Larvivora brunnea,Indian Blue Robin,Invertebrate,D_Fragment,11,FR1,11,8:10,1,10,H,
Larvivora brunnea,Indian Blue Robin,Invertebrate,C_Shade Tea,10,ST1,10,8:03,1,5,H,
Larvivora brunnea,Indian Blue Robin,Invertebrate,E_Rainforest,2,RF1,2,6:55,1,10,H,
Larvivora brunnea,Indian Blue Robin,Invertebrate,C_Shade Tea,39,ST3,9,8:08,1,20,H,
Larvivora brunnea,Indian Blue Robin,Invertebrate,D_Fragment,8,FR1,8,7:46,1,5,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,15,RF1,15,8:45,1,30,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,4,RF1,4,7:12,2,0,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,40,RF3,10,7:53,1,10,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,C_Shade Tea,17,ST2,2,7:11,1,5,S,Entering plot. Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,42,RF3,12,8:11,1,10,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,15,RF1,15,8:45,1,20,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,7,RF1,7,7:35,1,10,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,3,RF1,3,7:04,1,10,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,12,RF1,12,8:17,2,5,S,Participating in mixed flock hunting-party
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,19,RF2,4,6:59,1,10,S,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,D_Fragment,42,FR3,12,8:20,1,20,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,D_Fragment,45,FR3,15,8:48,1,20,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,17,RF2,2,6:40,2,10,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,17,RF2,2,6:40,1,5,H,Exiting plot
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,6,RF1,6,7:27,1,5,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,36,RF3,6,7:19,1,15,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,45,RF3,15,8:31,1,15,H,Off main track
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,6,RF1,6,7:27,1,5,S,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,1,RF1,1,6:47,1,20,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,40,RF3,10,7:53,2,0,H,Entering plot. Weather: sunny
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,41,RF3,11,8:00,1,15,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,44,RF3,14,8:26,1,20,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,36,RF3,6,7:19,1,20,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,8,RF1,8,7:45,2,10,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,21,RF2,6,7:17,1,15,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,C_Shade Tea,36,ST3,6,7:39,1,30,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,D_Fragment,18,FR2,3,7:08,1,20,H,Entering plot. Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,D_Fragment,17,FR2,2,6:59,1,20,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,10,RF1,10,8:00,1,15,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,4,RF1,4,7:12,2,5,S,"1 male, 1 female"
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,8,RF1,8,7:45,1,10,H,Singing. Exiting plot
Leptocoma minima,Crimson-backed Sunbird,Omnivore,C_Shade Tea,36,ST3,6,7:39,1,50,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,D_Fragment,15,FR1,15,8:42,1,0,S,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,5,RF1,5,7:20,1,10,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,11,RF1,11,8:10,2,0,S,"1 male, 1 female"
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,2,RF1,2,6:55,1,20,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,33,RF3,3,6:57,1,15,H,Entering plot. Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,D_Fragment,19,FR2,4,7:16,2,15,H,Exiting plot
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,30,RF2,15,8:46,1,20,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,22,RF2,7,7:25,1,15,H,Singing
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,28,RF2,13,8:25,1,5,S,Male
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,39,RF3,9,7:42,1,15,H,
Leptocoma minima,Crimson-backed Sunbird,Omnivore,E_Rainforest,34,RF3,4,7:04,2,5,H,Singing
Lonchura kelaarti,Black-throated Munia,PlantSeed,E_Rainforest,12,RF1,12,8:17,3,20,S,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,A_Con Tea,37,CT3,7,7:41,1,20,F,"Flying over canopy, out of plot. Heard"
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,34,FR3,4,7:14,1,10,F,"Entering plot. Flying over canopy, out of plot. Heard"
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,E_Rainforest,29,RF2,14,8:35,1,10,F,"Flying over canopy, out of plot. Heard"
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,C_Shade Tea,28,ST2,13,8:59,1,20,S,Entering plot
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,3,FR1,3,7:01,1,15,H,Exiting plot
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,C_Shade Tea,14,ST1,14,8:33,1,20,F,"Flying over canopy, out of plot. Heard"
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,14,FR1,14,8:34,1,10,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,C_Shade Tea,22,ST2,7,7:57,1,15,F,"Flying over canopy, out of plot"
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,15,FR1,15,8:42,1,5,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,19,FR2,4,7:16,1,20,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,E_Rainforest,3,RF1,3,7:04,1,15,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,22,FR2,7,7:44,1,15,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,17,FR2,2,6:59,1,10,S,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,11,FR1,11,8:10,2,20,S,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,C_Shade Tea,34,ST3,4,7:21,1,10,F,"Entering plot. Flying over canopy, out of plot. Heard"
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,17,FR2,2,6:59,1,15,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,39,FR3,9,7:56,1,15,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,23,FR2,8,7:52,1,20,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,14,FR1,14,8:34,1,10,H,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,C_Shade Tea,29,ST2,14,9:08,1,10,F,"Flying over canopy, out of plot. Heard"
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,A_Con Tea,36,CT3,6,7:33,1,10,F,"Flying over canopy, out of plot. Heard"
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,19,FR2,4,7:16,1,10,S,
Loriculus vernalis,Vernal Hanging-Parrot,FruiNect,D_Fragment,17,FR2,2,6:59,2,30,H,
Machlolophus aplonotus,Indian Tit,Invertebrate,E_Rainforest,12,RF1,12,8:17,4,5,S,
Machlolophus aplonotus,Indian Tit,Invertebrate,D_Fragment,2,FR1,2,6:53,1,10,S,
Machlolophus aplonotus,Indian Tit,Invertebrate,C_Shade Tea,15,ST1,15,8:41,2,15,H,
Machlolophus aplonotus,Indian Tit,Invertebrate,B_Org Tea,44,OT3,1,8:19,1,10,H,Exiting plot
Machlolophus aplonotus,Indian Tit,Invertebrate,E_Rainforest,40,RF3,10,7:53,1,10,H,
Machlolophus aplonotus,Indian Tit,Invertebrate,E_Rainforest,29,RF2,14,8:35,1,5,S,
Machlolophus aplonotus,Indian Tit,Invertebrate,D_Fragment,10,FR1,10,8:03,1,15,S,
Machlolophus aplonotus,Indian Tit,Invertebrate,D_Fragment,9,FR1,9,7:55,1,15,S,
Machlolophus aplonotus,Indian Tit,Invertebrate,E_Rainforest,14,RF1,14,8:37,2,30,H,
Machlolophus aplonotus,Indian Tit,Invertebrate,C_Shade Tea,3,ST1,3,7:00,2,20,S,
Machlolophus aplonotus,Indian Tit,Invertebrate,D_Fragment,26,FR2,11,8:22,1,10,H,
Machlolophus aplonotus,Indian Tit,Invertebrate,D_Fragment,41,FR3,11,8:12,1,10,H,
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,C_Shade Tea,21,ST2,6,7:46,3,20,F,"Flying over canopy, out of plot"
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,C_Shade Tea,29,ST2,14,9:08,1,5,S,
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,A_Con Tea,25,CT2,10,8:05,1,30,S,Exiting plot
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,D_Fragment,27,FR2,12,8:30,2,20,H,
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,D_Fragment,14,FR1,14,8:34,1,10,S,
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,A_Con Tea,26,CT2,11,8:12,2,30,H,
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,A_Con Tea,45,CT3,15,8:50,1,15,S,
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,D_Fragment,7,FR1,7,7:34,2,0,S,Entering plot
Merops leschenaulti,Chestnut-headed Bee-eater,Invertebrate,C_Shade Tea,14,ST1,14,8:33,2,30,S,
